,Customer Type,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
86360,1,0,11,695,3,3,3,14,21.0
86361,1,0,50,837,3,4,3,23,26.0
86362,1,1,53,2350,4,4,3,15,18.0
86363,1,1,48,594,4,4,5,0,0.0
86364,1,1,38,2974,4,4,3,0,0.0
86365,0,0,26,228,5,3,5,11,1.0
86366,1,0,40,125,1,3,1,0,0.0
86367,1,0,54,780,2,4,2,75,89.0
86368,1,0,39,1237,3,3,4,0,14.0
86369,1,0,47,1773,2,4,3,0,3.0
86370,1,1,37,1993,4,4,4,14,14.0
86371,1,0,8,1072,5,4,5,0,0.0
86372,1,0,26,1444,2,4,2,34,0.0
86373,1,0,21,543,1,4,1,13,0.0
86374,1,0,35,83,4,4,4,11,0.0
86375,1,0,34,395,3,3,3,0,0.0
86376,1,0,15,526,2,5,2,7,10.0
86377,1,0,21,631,4,5,4,0,0.0
86378,0,0,23,562,5,4,5,93,93.0
86379,1,0,40,1500,3,5,3,4,0.0
86380,0,0,29,1133,1,3,1,97,57.0
86381,1,1,55,2263,5,5,5,0,15.0
86382,1,0,39,255,3,3,3,7,1.0
86383,1,0,32,2313,2,4,2,14,0.0
86384,0,1,27,391,2,5,2,25,17.0
86385,1,0,31,645,5,5,5,0,0.0
86386,1,0,47,1464,1,1,4,0,0.0
86387,1,1,25,1105,3,1,3,2,0.0
86388,1,1,29,2300,2,2,5,0,3.0
86389,1,0,62,581,5,5,5,8,3.0
86390,1,1,31,1947,4,3,4,2,0.0
86391,0,0,39,89,4,3,4,0,0.0
86392,1,0,11,1547,1,3,1,0,0.0
86393,0,0,26,1303,4,4,4,0,0.0
86394,1,1,53,1197,4,4,4,22,21.0
86395,1,1,55,1703,4,4,3,60,64.0
86396,1,0,29,188,3,5,3,0,0.0
86397,1,1,46,121,3,1,3,0,0.0
86398,1,1,44,936,3,3,4,1,0.0
86399,1,0,59,925,5,5,4,4,5.0
86400,1,1,38,308,3,5,3,0,3.0
86401,1,0,30,1299,5,3,5,0,0.0
86402,1,1,7,414,3,5,3,0,0.0
86403,1,0,8,404,3,4,3,0,0.0
86404,1,1,59,1199,4,4,1,16,0.0
86405,0,0,32,223,5,5,5,26,21.0
86406,1,1,63,3514,4,4,5,0,28.0
86407,1,1,59,1780,5,5,3,0,0.0
86408,1,0,42,802,2,4,2,0,0.0
86409,1,1,45,1670,4,4,3,0,0.0
86410,0,0,25,746,2,4,2,0,0.0
86411,1,0,29,1846,4,3,4,0,0.0
86412,1,1,53,1056,3,3,1,19,7.0
86413,1,0,32,1216,2,4,2,2,0.0
86414,1,0,24,3850,4,3,4,0,0.0
86415,0,0,25,848,2,3,2,0,0.0
86416,0,0,22,214,4,5,4,0,23.0
86417,1,1,22,1590,5,4,5,2,0.0
86418,1,1,36,694,2,4,2,0,0.0
86419,1,1,51,2792,4,4,5,15,6.0
86420,1,1,47,2093,5,5,4,0,0.0
86421,1,1,51,2987,3,3,5,0,3.0
86422,1,0,38,883,5,4,5,80,80.0
86423,1,1,29,787,4,5,4,15,23.0
86424,0,1,12,644,3,5,3,0,0.0
86425,1,1,49,460,1,1,5,0,1.0
86426,1,1,44,2667,4,4,5,1,0.0
86427,1,1,47,2918,5,5,4,7,0.0
86428,1,1,60,3990,5,5,3,1,6.0
86429,1,1,35,190,5,5,5,0,0.0
86430,1,0,51,248,2,2,2,14,5.0
86431,1,0,42,370,5,5,4,0,0.0
86432,0,1,21,787,3,4,3,31,18.0
86433,1,0,22,930,4,3,4,1,23.0
86434,1,0,62,409,3,3,4,71,103.0
86435,1,0,19,406,2,3,2,0,0.0
86436,1,1,30,308,5,4,5,12,3.0
86437,0,1,25,925,2,5,2,0,0.0
86438,0,0,18,628,1,4,1,4,0.0
86439,1,0,29,3628,1,4,1,18,7.0
86440,1,1,44,996,4,4,1,0,0.0
86441,1,0,18,526,5,5,5,4,0.0
86442,1,0,65,606,2,4,2,6,8.0
86443,1,1,52,2686,4,4,4,0,0.0
86444,1,1,39,440,3,5,3,0,0.0
86445,1,0,61,288,1,3,1,191,210.0
86446,0,1,28,588,1,4,1,0,0.0
86447,0,1,23,429,3,1,3,0,8.0
86448,1,1,57,1024,3,3,3,1,10.0
86449,1,1,48,954,5,1,5,0,0.0
86450,0,0,41,325,3,4,3,9,2.0
86451,1,1,49,3133,4,4,5,2,1.0
86452,1,0,34,444,1,5,1,0,0.0
86453,1,1,52,472,5,5,4,0,0.0
86454,1,0,67,1217,3,3,1,0,8.0
86455,1,0,12,1024,3,3,3,134,146.0
86456,1,1,62,251,5,5,3,0,0.0
86457,1,1,45,292,4,4,4,0,0.0
86458,1,1,47,1729,5,5,5,7,0.0
86459,1,0,23,1535,3,3,3,0,0.0
86460,1,0,45,770,1,4,1,12,20.0
86461,1,1,51,331,5,3,5,48,53.0
86462,1,0,41,725,5,4,5,21,16.0
86463,1,0,23,1747,1,3,1,0,0.0
86464,1,1,46,1589,5,4,5,0,0.0
86465,1,1,38,3746,5,5,4,23,42.0
86466,1,1,37,2948,5,4,4,0,0.0
86467,1,0,24,325,5,2,5,0,0.0
86469,1,1,11,452,5,4,5,0,0.0
86470,0,0,58,451,2,1,2,10,6.0
86471,1,1,45,989,4,4,3,4,0.0
86472,1,0,39,1726,2,2,4,2,0.0
86473,1,0,8,2583,1,3,2,159,157.0
86474,1,1,49,3885,4,4,3,40,36.0
86476,1,0,23,990,3,5,5,188,195.0
86477,1,1,60,3795,5,4,4,39,52.0
86478,1,0,24,2521,3,4,3,31,30.0
86479,1,1,50,89,4,3,3,28,19.0
86480,1,0,60,2611,2,4,3,0,0.0
86481,1,0,47,448,2,2,3,2,0.0
86482,1,0,31,3060,4,4,4,0,5.0
86483,1,0,55,610,2,3,2,0,0.0
86484,0,1,23,647,5,4,5,14,9.0
86485,1,1,25,323,4,1,4,0,0.0
86486,1,1,39,187,3,4,3,0,0.0
86487,0,0,27,1303,5,5,5,0,0.0
86488,1,0,35,216,1,3,3,13,9.0
86489,1,0,38,507,2,4,2,0,0.0
86490,1,0,45,715,3,3,3,33,28.0
86491,1,1,51,509,4,5,4,0,0.0
86492,1,1,52,2358,4,4,3,6,0.0
86493,1,0,15,251,3,5,3,3,0.0
86494,0,0,29,628,5,4,5,0,0.0
86495,1,1,53,853,4,4,4,0,0.0
86496,1,0,57,347,3,3,3,0,32.0
86497,1,0,18,173,5,5,5,115,183.0
86498,1,0,22,451,4,3,4,17,11.0
86499,1,1,43,2172,4,4,3,17,11.0
86500,1,0,64,135,5,5,2,0,26.0
86501,1,0,44,1984,2,2,4,14,0.0
86502,1,0,30,472,2,5,2,45,42.0
86503,1,1,60,3661,3,3,5,0,9.0
86504,1,1,19,2175,4,5,4,0,0.0
86505,1,1,21,1235,4,4,4,0,0.0
86506,1,0,18,484,2,3,2,10,13.0
86507,1,1,46,2075,2,2,4,0,31.0
86508,1,1,40,2374,5,5,3,0,0.0
86509,1,0,75,1026,2,2,4,0,0.0
86510,1,0,47,358,1,1,3,2,0.0
86511,1,0,26,522,1,5,1,0,15.0
86512,0,0,27,1050,4,4,4,0,0.0
86513,1,0,60,270,3,4,3,47,36.0
86514,1,0,52,212,5,5,2,0,0.0
86515,0,0,62,967,1,5,1,0,0.0
86516,1,0,57,304,3,3,4,0,0.0
86517,1,0,46,493,3,3,3,0,2.0
86518,1,0,22,337,4,4,4,0,0.0
86519,1,1,44,583,4,4,5,32,30.0
86520,0,1,25,1384,3,5,3,1,0.0
86521,0,0,23,102,4,3,4,0,4.0
86522,1,0,29,909,4,4,4,0,0.0
86523,0,0,37,432,5,4,5,0,15.0
86524,1,1,41,2583,4,4,3,21,34.0
86525,1,0,13,1192,4,3,4,0,9.0
86526,1,0,28,301,2,5,2,0,0.0
86527,1,0,41,692,2,2,2,0,0.0
86528,1,1,28,1050,5,4,5,8,0.0
86529,1,0,38,1702,2,2,1,0,0.0
86530,1,1,42,2276,5,5,3,10,0.0
86531,1,0,30,297,2,5,2,0,0.0
86532,1,0,28,1666,3,2,3,92,122.0
86533,1,0,44,2335,2,3,4,0,0.0
86534,1,1,18,432,4,4,4,13,4.0
86535,1,1,56,2213,4,4,4,0,0.0
86536,1,0,14,612,4,1,4,0,0.0
86537,1,1,32,1684,4,4,4,0,0.0
86538,1,1,39,2521,4,4,2,32,11.0
86539,1,0,29,323,1,4,1,0,6.0
86540,1,0,20,1222,3,3,3,0,0.0
86541,1,1,52,2411,3,3,5,5,6.0
86542,1,0,9,693,2,3,2,5,8.0
86543,1,0,51,909,4,2,4,0,0.0
86544,1,0,12,281,2,5,2,74,91.0
86545,1,0,42,234,5,5,3,0,0.0
86546,1,1,49,545,5,5,3,0,0.0
86547,1,0,34,3264,3,3,3,57,52.0
86548,1,1,40,721,5,3,5,0,20.0
86549,1,0,16,328,4,3,4,4,1.0
86550,1,0,60,209,3,3,3,93,106.0
86551,1,1,47,328,5,5,4,0,0.0
86552,1,0,23,430,1,3,1,0,39.0
86553,1,0,52,1014,3,3,3,34,35.0
86554,1,1,54,447,5,5,5,10,4.0
86555,1,1,40,2642,1,1,5,58,58.0
86556,1,0,66,347,3,2,3,0,0.0
86557,0,1,24,817,5,3,5,0,0.0
86559,0,0,20,647,1,3,1,0,0.0
86560,0,0,24,213,5,3,5,0,7.0
86561,1,1,37,414,5,5,4,17,12.0
86562,0,0,38,992,3,4,3,28,49.0
86563,1,0,46,227,1,4,1,0,0.0
86564,1,0,47,733,2,2,3,0,0.0
86565,1,0,41,209,3,3,3,0,4.0
86566,1,1,38,1288,5,1,5,0,0.0
86567,0,0,30,678,3,4,3,6,0.0
86568,1,0,69,1313,4,5,2,12,0.0
86569,1,1,59,328,4,4,3,0,0.0
86570,1,0,49,1076,2,2,1,5,22.0
86571,1,1,12,3103,4,1,4,0,0.0
86572,1,0,10,2311,5,5,3,0,5.0
86573,1,1,47,2363,4,4,3,43,39.0
86574,1,0,45,1144,1,1,3,0,0.0
86575,0,1,24,192,5,2,5,15,16.0
86576,1,1,25,2680,4,4,4,0,0.0
86577,1,1,59,2031,2,2,5,47,50.0
86578,1,1,50,1722,4,5,3,0,0.0
86579,1,0,10,544,4,4,4,0,0.0
86580,1,0,41,965,5,3,5,0,0.0
86581,1,1,55,106,5,5,3,0,4.0
86582,1,1,42,3394,2,2,3,14,0.0
86583,1,0,48,3589,1,1,2,2,7.0
86584,1,0,10,1139,3,3,3,0,0.0
86585,1,1,41,456,4,4,5,0,0.0
86586,1,1,51,2740,5,5,3,0,0.0
86587,1,1,46,1044,5,5,3,0,0.0
86588,1,1,21,1530,4,5,4,2,0.0
86589,1,0,9,756,4,5,4,7,0.0
86590,1,0,14,2835,2,3,2,0,0.0
86591,1,0,44,283,2,1,2,0,0.0
86592,1,0,67,1379,1,1,3,0,3.0
86593,1,0,50,1882,2,2,3,0,0.0
86594,1,1,58,1521,5,5,2,0,2.0
86595,0,0,30,1107,2,5,2,0,0.0
86596,1,0,50,1107,1,3,1,0,1.0
86597,1,0,39,2345,2,2,3,0,0.0
86598,0,1,28,1285,5,3,5,5,0.0
86599,1,0,47,2839,3,3,1,37,52.0
86600,1,0,29,409,3,4,3,0,0.0
86601,1,0,25,2248,4,4,4,27,14.0
86602,1,1,33,2362,5,5,3,0,0.0
86603,1,0,64,1547,3,4,3,17,0.0
86604,0,1,57,227,2,4,2,0,0.0
86605,1,1,26,3922,4,4,4,0,0.0
86606,0,0,34,1546,5,4,5,7,0.0
86607,1,0,53,630,2,3,3,0,0.0
86608,1,1,45,1570,2,2,4,6,0.0
86609,1,1,54,216,5,5,5,1,0.0
86610,1,1,51,1676,5,3,4,0,0.0
86611,1,1,50,1644,5,4,5,0,0.0
86612,0,0,22,102,5,3,5,0,1.0
86613,1,0,56,139,3,3,4,5,2.0
86614,1,0,33,438,2,4,2,0,0.0
86615,1,1,33,1440,5,4,5,0,0.0
86616,1,0,22,1195,1,3,1,13,8.0
86617,1,0,59,1658,2,2,2,0,0.0
86618,1,1,29,1902,5,5,5,0,0.0
86619,0,0,59,472,2,2,2,0,0.0
86620,0,0,37,347,2,3,2,0,0.0
86621,1,0,52,3379,2,2,2,0,0.0
86622,1,1,47,500,4,4,3,0,0.0
86624,0,0,27,1092,3,4,3,0,0.0
86625,1,0,70,2133,2,2,2,0,0.0
86626,1,1,27,2772,4,4,4,5,0.0
86627,1,0,54,719,3,4,3,0,0.0
86628,0,0,33,2704,1,3,5,0,0.0
86629,1,1,45,3051,5,5,4,19,14.0
86630,1,1,37,2237,4,5,4,158,144.0
86631,1,0,30,546,1,1,1,11,8.0
86632,1,1,53,908,2,5,2,2,0.0
86633,1,0,54,331,2,2,5,8,18.0
86634,1,1,37,2974,4,1,4,0,0.0
86635,1,1,20,1506,4,4,4,0,0.0
86636,1,1,54,399,4,1,4,0,0.0
86637,1,0,43,888,5,1,5,76,76.0
86638,1,0,11,569,1,2,1,11,0.0
86639,1,0,44,1069,2,2,3,0,0.0
86640,1,1,25,2373,5,4,5,0,0.0
86641,1,1,44,531,4,4,2,71,55.0
86642,1,0,7,413,3,5,3,0,0.0
86643,0,0,41,454,2,5,2,0,0.0
86644,1,0,37,762,3,4,3,9,11.0
86645,1,1,39,140,4,2,4,10,8.0
86646,0,1,22,121,5,5,5,0,0.0
86647,1,0,31,1597,1,2,1,0,0.0
86648,1,0,25,101,3,5,3,0,0.0
86649,1,1,51,1750,3,3,3,0,0.0
86650,1,0,45,529,5,4,5,71,69.0
86651,0,0,30,602,3,3,3,78,88.0
86652,1,0,60,2288,1,2,1,0,0.0
86653,1,0,29,641,1,4,1,0,0.0
86654,1,1,47,395,3,3,5,0,0.0
86655,1,1,45,854,5,5,3,7,0.0
86656,1,1,60,402,5,5,4,0,0.0
86657,1,0,37,1642,3,3,4,3,12.0
86658,0,0,38,259,5,4,5,13,1.0
86659,0,0,24,586,3,1,3,20,7.0
86660,1,0,18,125,3,5,3,0,0.0
86661,1,0,24,1024,2,4,2,0,42.0
86662,1,0,48,663,2,2,2,0,0.0
86663,1,1,47,2052,4,4,4,0,0.0
86664,1,0,53,888,1,1,3,33,45.0
86665,1,1,44,3605,4,4,4,50,51.0
86666,1,0,39,598,4,4,1,0,2.0
86667,1,1,55,510,3,2,4,8,25.0
86668,1,0,63,223,1,5,1,60,58.0
86669,1,0,42,769,1,1,3,0,0.0
86670,1,0,30,224,4,4,4,0,0.0
86671,1,1,34,3896,5,5,4,0,0.0
86672,1,0,51,411,3,3,4,0,0.0
86673,1,0,36,399,3,5,3,2,0.0
86674,1,1,41,1652,2,2,2,15,6.0
86675,1,1,42,2646,4,4,2,0,4.0
86676,1,0,27,299,4,5,4,15,6.0
86677,1,1,52,491,4,4,3,0,0.0
86678,1,0,28,1809,2,4,2,57,54.0
86679,0,0,54,472,4,2,4,0,0.0
86680,1,0,17,1496,2,3,2,2,10.0
86681,0,0,34,882,2,5,2,0,1.0
86682,1,1,54,2853,5,5,4,15,10.0
86683,1,1,19,725,5,3,5,0,12.0
86684,1,1,10,522,4,4,4,0,2.0
86685,1,0,65,992,1,1,5,4,2.0
86686,1,0,41,261,3,1,3,4,13.0
86687,0,0,35,1931,1,4,1,0,0.0
86688,1,0,48,571,5,5,3,0,0.0
86689,1,0,8,846,3,3,3,0,0.0
86690,1,1,22,1969,4,4,4,0,0.0
86691,1,1,44,399,4,4,5,0,4.0
86692,1,0,11,987,2,3,2,0,0.0
86693,0,0,36,407,3,5,3,0,0.0
86694,1,1,56,690,4,4,3,0,0.0
86695,1,0,14,1182,5,2,5,0,0.0
86696,1,1,45,335,5,5,4,0,0.0
86697,1,0,42,1747,3,3,1,0,0.0
86698,1,1,16,296,5,4,5,0,2.0
86699,1,0,57,1695,1,1,2,0,0.0
86700,1,0,35,1499,4,3,4,11,0.0
86701,1,0,61,484,2,5,2,2,0.0
86702,1,1,41,2118,5,5,4,139,151.0
86703,0,0,59,1052,1,3,2,0,0.0
86704,1,1,49,2125,4,4,5,0,0.0
86705,0,0,25,1303,5,3,5,3,6.0
86706,1,1,23,1787,5,2,5,8,5.0
86707,1,0,30,677,4,5,4,5,3.0
86708,0,0,42,261,2,4,2,0,0.0
86709,1,1,28,787,5,4,5,0,0.0
86710,1,0,25,2558,2,3,2,29,28.0
86711,1,1,51,201,1,1,3,0,0.0
86712,1,1,26,2603,5,4,5,0,0.0
86713,1,1,65,2182,3,3,4,0,0.0
86714,1,0,18,373,5,3,5,0,6.0
86715,1,0,18,2759,2,3,2,24,6.0
86716,1,0,56,300,3,2,3,48,72.0
86717,1,1,64,164,2,2,3,0,0.0
86718,1,0,22,1147,5,5,5,20,17.0
86719,1,0,62,204,2,2,3,3,1.0
86720,1,1,35,2902,5,5,5,0,0.0
86721,1,1,43,495,5,3,5,0,0.0
86722,1,1,32,3790,4,4,4,12,14.0
86723,0,0,37,226,4,2,4,1,0.0
86724,0,1,22,814,2,5,2,1,7.0
86725,0,0,23,238,2,3,2,0,0.0
86726,1,1,39,283,4,4,4,39,22.0
86727,0,0,44,1481,2,5,2,26,40.0
86728,1,1,54,2724,4,4,4,0,0.0
86729,1,0,56,588,4,4,3,0,0.0
86730,1,1,39,163,4,2,4,12,13.0
86731,1,0,61,160,3,3,3,85,81.0
86732,0,0,27,594,2,2,2,0,0.0
86733,1,0,48,329,2,2,4,0,0.0
86734,1,1,60,1947,5,5,4,8,0.0
86735,0,0,25,212,3,4,3,0,0.0
86736,1,0,47,646,5,5,3,83,86.0
86737,1,1,52,946,5,3,3,95,158.0
86738,1,0,21,849,1,4,1,0,0.0
86739,1,0,52,759,2,4,2,0,0.0
86740,1,0,69,700,3,3,3,0,0.0
86741,1,0,43,834,1,1,3,0,5.0
86742,1,0,19,1075,4,2,3,377,350.0
86743,1,0,44,1660,3,3,4,14,13.0
86744,0,0,22,813,3,5,3,0,0.0
86745,1,0,41,101,1,4,1,2,2.0
86746,1,0,46,302,3,4,3,64,69.0
86747,1,0,50,907,5,3,3,0,0.0
86748,0,0,20,501,1,4,1,0,0.0
86749,1,0,36,936,1,3,1,0,0.0
86750,1,0,53,867,4,4,3,17,10.0
86751,1,0,14,1024,2,1,2,142,141.0
86752,0,1,17,671,1,3,1,0,0.0
86753,0,0,37,2556,4,4,5,0,4.0
86754,1,1,39,433,4,5,4,0,0.0
86755,1,1,45,1685,3,3,4,12,0.0
86756,1,0,58,1171,1,3,1,0,0.0
86757,1,1,39,1947,5,5,5,10,20.0
86758,1,1,57,1379,4,4,4,0,0.0
86759,1,0,56,845,4,2,4,0,0.0
86760,0,0,20,679,5,5,5,0,0.0
86761,1,0,50,181,2,5,2,21,20.0
86762,1,1,21,2929,4,4,4,0,44.0
86763,1,1,57,591,4,4,4,1,0.0
86764,1,1,47,507,4,4,5,0,0.0
86765,1,0,36,101,4,2,4,6,22.0
86766,0,0,35,1024,2,3,2,24,15.0
86767,1,0,40,2254,5,4,5,0,0.0
86768,0,0,37,507,2,4,2,0,0.0
86769,1,0,23,2603,2,4,2,0,0.0
86770,1,0,70,471,3,4,3,43,66.0
86771,1,0,55,402,1,1,4,93,87.0
86772,1,0,57,196,3,4,3,0,0.0
86773,1,0,36,373,2,3,2,25,27.0
86774,0,0,58,405,3,2,3,0,41.0
86775,0,0,27,834,4,4,4,0,0.0
86776,1,0,61,2475,3,5,1,0,0.0
86777,1,0,60,694,4,4,3,129,129.0
86778,1,1,39,496,5,1,5,0,0.0
86779,1,1,26,2419,4,4,4,0,0.0
86780,1,1,46,2556,5,5,5,0,0.0
86781,1,1,56,337,3,3,3,0,0.0
86782,0,0,23,980,2,5,2,18,13.0
86783,1,1,43,646,5,5,4,0,0.0
86784,1,1,51,1743,4,4,5,0,0.0
86785,1,1,36,3909,4,4,5,0,0.0
86786,1,1,22,1197,2,5,2,0,0.0
86787,1,0,24,1189,5,3,5,0,0.0
86788,1,1,25,859,5,4,5,0,0.0
86789,1,1,53,2449,2,2,5,0,0.0
86790,1,1,42,759,4,4,4,3,6.0
86791,1,0,40,829,4,1,4,0,0.0
86792,1,0,42,175,2,5,2,7,1.0
86793,1,1,41,954,5,1,5,100,94.0
86794,1,0,51,637,2,3,2,19,11.0
86795,1,0,34,273,5,5,5,0,0.0
86796,1,0,43,1501,4,5,4,0,0.0
86797,1,0,20,223,4,5,4,20,12.0
86798,1,1,34,266,3,3,5,0,0.0
86799,1,1,48,2133,5,5,4,0,0.0
86800,1,1,41,3781,4,4,3,0,9.0
86801,0,0,26,443,5,5,5,33,44.0
86802,1,0,10,594,5,5,5,0,0.0
86803,0,0,11,936,1,3,1,46,30.0
86804,1,0,36,1440,3,4,3,1,16.0
86805,0,0,25,859,1,2,1,0,0.0
86806,1,0,51,1499,1,1,3,13,2.0
86807,1,0,68,837,1,1,5,0,0.0
86808,1,0,48,1105,3,4,5,13,0.0
86809,0,0,27,442,3,3,3,0,0.0
86810,1,0,49,214,5,3,3,0,0.0
86811,1,1,45,2738,4,4,3,5,0.0
86812,1,0,69,344,1,1,3,4,0.0
86813,0,0,37,544,4,5,4,3,22.0
86814,1,0,51,448,2,2,4,0,0.0
86815,1,1,72,427,5,5,5,0,19.0
86816,1,0,16,447,4,4,4,12,0.0
86817,0,0,27,591,5,2,5,0,0.0
86818,1,1,55,594,4,4,4,23,14.0
86819,1,0,20,641,5,4,5,0,0.0
86820,0,0,23,1463,3,4,3,0,6.0
86821,1,0,57,411,4,5,4,0,0.0
86822,1,1,41,1904,5,5,3,0,0.0
86823,1,0,13,1452,3,4,3,28,59.0
86824,0,0,38,496,1,3,1,3,6.0
86825,1,0,33,308,5,4,5,0,0.0
86826,0,0,33,362,2,2,2,1,4.0
86827,0,1,22,121,2,5,2,0,0.0
86828,1,0,13,1047,1,4,1,73,82.0
86829,1,1,35,2708,5,5,1,75,73.0
86830,1,0,42,2950,5,3,2,0,0.0
86831,0,1,22,783,3,5,2,8,0.0
86832,1,1,53,2434,4,5,3,0,0.0
86833,1,1,40,2133,4,4,4,14,0.0
86834,1,1,39,272,5,1,5,0,0.0
86835,1,0,20,259,2,1,2,0,0.0
86836,1,0,67,1979,2,2,2,9,15.0
86837,1,0,53,453,1,1,3,0,0.0
86838,1,0,13,968,3,4,3,37,24.0
86839,1,0,35,365,1,5,1,8,1.0
86840,1,0,24,408,2,5,2,0,26.0
86841,1,0,24,1448,2,3,2,51,31.0
86842,1,0,39,501,5,3,5,0,0.0
86843,1,0,26,139,5,3,5,7,0.0
86844,1,0,63,937,4,3,3,13,13.0
86845,1,1,43,3538,4,4,3,0,0.0
86846,1,1,45,193,5,5,5,0,0.0
86847,1,1,48,2426,2,2,3,0,0.0
86848,1,0,50,190,2,2,3,0,6.0
86849,1,1,61,605,5,2,4,168,192.0
86850,1,1,46,589,4,5,4,39,48.0
86851,1,0,28,937,4,1,4,58,130.0
86852,1,1,41,641,5,3,5,0,0.0
86853,1,1,65,978,1,1,3,0,0.0
86854,1,0,28,997,1,4,1,0,1.0
86855,1,1,49,237,4,4,4,84,75.0
86856,1,0,25,551,3,4,3,3,12.0
86857,1,0,9,961,2,3,2,0,0.0
86858,1,0,41,1047,2,5,2,0,0.0
86859,1,1,47,3900,4,4,4,0,0.0
86860,1,1,38,758,5,5,5,20,13.0
86861,1,1,66,110,2,2,2,0,0.0
86862,1,1,43,3385,4,4,3,0,0.0
86863,1,1,34,2048,5,5,5,0,0.0
86864,0,0,28,669,4,2,4,0,0.0
86865,0,0,25,610,5,1,5,7,15.0
86866,1,0,39,409,2,2,2,0,0.0
86867,0,0,40,913,2,1,2,5,12.0
86868,1,1,49,3382,5,5,3,19,17.0
86869,1,1,37,1874,5,5,3,18,4.0
86870,1,1,58,325,1,1,5,0,0.0
86871,1,1,52,1773,5,5,3,0,6.0
86872,1,1,39,1675,5,5,3,42,42.0
86873,1,1,41,224,2,5,2,0,0.0
86874,1,1,59,134,5,4,3,0,1.0
86875,1,1,37,1666,5,5,1,26,27.0
86876,0,0,24,1024,5,3,5,5,6.0
86877,1,0,66,2425,5,4,5,13,6.0
86878,0,0,39,719,1,5,1,20,23.0
86879,1,0,34,1416,3,3,1,0,0.0
86880,1,0,25,1065,3,4,3,0,0.0
86881,1,1,52,331,5,5,4,0,0.0
86882,0,1,25,1393,4,3,4,13,0.0
86883,1,1,37,3053,4,3,2,0,1.0
86884,0,0,75,251,2,4,2,18,12.0
86885,1,1,36,708,3,3,3,0,0.0
86886,1,1,53,2341,4,4,3,0,0.0
86887,1,1,59,2771,4,4,5,0,0.0
86888,1,1,55,391,4,2,4,0,0.0
86889,1,0,38,236,5,3,2,206,220.0
86890,1,1,57,258,5,4,4,148,146.0
86891,1,1,22,1972,3,3,3,0,2.0
86892,0,0,22,1166,4,5,4,0,0.0
86893,1,0,40,421,3,3,3,0,7.0
86894,1,0,39,460,4,4,1,0,25.0
86895,1,0,42,849,2,2,2,38,31.0
86896,0,1,24,156,4,5,4,0,0.0
86897,1,1,53,1192,5,5,3,0,0.0
86898,1,0,49,651,1,4,1,41,31.0
86899,1,0,59,458,2,2,4,0,0.0
86900,1,0,56,2158,3,3,2,4,0.0
86901,1,1,55,3068,5,5,5,1,0.0
86902,0,0,22,288,3,3,3,503,484.0
86903,1,1,76,1713,5,5,4,8,2.0
86904,1,1,33,334,4,4,5,0,0.0
86905,1,1,35,883,4,1,4,12,0.0
86907,0,0,37,177,2,4,2,0,0.0
86908,1,1,54,589,4,4,5,0,0.0
86909,0,0,40,338,5,2,5,0,0.0
86910,1,0,30,689,1,4,1,0,0.0
86911,1,0,39,1722,2,2,2,0,0.0
86912,1,1,22,3398,4,4,4,12,0.0
86913,1,1,44,1865,4,4,4,0,0.0
86914,1,1,42,721,5,1,5,22,27.0
86915,1,0,45,546,4,4,1,12,10.0
86916,0,0,29,737,2,5,2,18,13.0
86917,1,1,50,1670,5,5,4,0,0.0
86918,0,1,22,409,4,4,4,0,0.0
86919,0,0,21,230,2,2,2,0,0.0
86920,1,0,9,1430,2,3,2,0,8.0
86921,1,0,47,937,4,4,5,0,0.0
86922,1,0,33,1220,5,1,5,0,0.0
86923,1,0,37,500,5,4,5,16,6.0
86924,1,0,56,2065,4,4,3,0,0.0
86925,1,0,33,184,4,3,4,0,0.0
86926,1,0,51,1276,3,5,3,6,19.0
86927,1,1,40,1061,5,5,4,0,9.0
86928,1,1,55,1999,4,4,5,33,21.0
86929,1,1,48,2187,5,5,4,0,0.0
86930,1,1,47,2562,4,4,1,0,0.0
86931,1,0,60,925,3,3,3,3,0.0
86932,1,1,26,1744,5,1,5,5,0.0
86933,1,0,10,812,2,5,2,0,0.0
86934,1,1,63,404,4,4,5,13,24.0
86936,1,1,46,406,2,2,3,13,2.0
86937,1,0,25,600,3,3,3,30,18.0
86938,1,1,49,3626,4,4,4,0,0.0
86939,1,0,11,550,2,4,2,29,19.0
86940,1,0,53,255,2,4,2,0,0.0
86941,0,0,38,551,2,4,2,0,0.0
86942,1,0,20,427,4,3,4,1,19.0
86943,1,1,50,862,5,5,4,0,2.0
86944,1,0,13,602,5,5,5,19,8.0
86945,1,0,42,543,5,4,5,12,9.0
86946,1,0,40,496,2,4,2,0,0.0
86947,1,1,45,2164,4,4,3,0,0.0
86948,1,1,47,1540,4,4,4,0,0.0
86949,1,0,31,1616,2,2,2,3,20.0
86950,1,1,59,273,5,5,3,17,47.0
86951,1,0,55,926,3,3,1,0,0.0
86952,1,0,59,1013,4,4,3,0,0.0
86953,1,0,18,666,1,3,1,2,0.0
86954,1,1,53,3471,5,5,3,0,0.0
86955,1,1,37,1519,2,2,4,21,5.0
86956,1,1,17,589,4,3,4,0,0.0
86957,0,0,34,195,3,4,3,0,36.0
86958,0,1,15,1598,3,5,3,61,42.0
86959,1,0,7,209,2,4,2,12,10.0
